(-4.70, 7.02, 35.60)
(-4.33, 7.80, 35.80)
(-3.97, 8.35, 36.00)
(-3.52, 8.60, 36.20)
(-2.97, 8.50, 36.40)
(-2.62, 8.25, 36.60)
(-2.17, 7.70, 36.80)
(-1.27, 6.25, 37.00)
(-0.67, 5.15, 37.20)
(-0.02, 3.80, 37.40)
(0.48, 2.80, 37.60)
(0.68, 2.45, 37.80)
(0.83, 2.30, 38.00)
(1.03, 2.25, 38.40)
(1.33, 2.45, 38.40)
(1.58, 2.70, 38.60)
(2.53, 3.85, 38.80)
(3.08, 4.55, 39.00)
(3.98, 6.05, 39.20)
(4.38, 7.10, 39.40)
(4.43, 7.60, 39.60)
(4.29, 7.87, 39.80)
(4.29, 7.87, 40.00)
(4.24, 7.67, 40.20)
(3.94, 7.02, 40.40)
(3.54, 5.97, 40.60)
(3.04, 4.72, 40.80)
(2.44, 3.62, 41.00)
(1.89, 2.92, 41.20)
(1.74, 2.82, 41.40)
(1.69, 2.82, 41.80)
(1.59, 3.17, 41.80)
(1.09, 4.17, 42.20)
(0.39, 5.22, 42.40)
(-0.26, 6.02, 42.60)
(-0.96, 6.72, 42.80)
(-1.51, 7.37, 43.00)
(-1.61, 7.67, 43.20)
(-1.66, 7.92, 43.40)
(-1.66, 8.12, 43.60)
(-1.66, 8.12, 44.00)
(-1.66, 8.12, 44.20)
(-1.66, 8.12, 44.40)
(-1.66, 8.12, 44.60)
(-1.66, 8.12, 44.60)
(-1.66, 8.12, 44.80)
(-1.41, 7.57, 45.20)
(-0.91, 6.47, 45.40)
(-0.11, 4.82, 45.60)
(0.34, 4.12, 46.00)
(0.84, 3.67, 46.20)
(1.14, 3.62, 46.60)
(1.04, 4.22, 47.20)
(0.69, 4.97, 47.60)
(0.29, 5.52, 47.80)
(0.04, 5.92, 48.00)
(-0.11, 6.22, 48.20)
(-0.16, 6.32, 48.40)
(-0.16, 6.32, 48.60)
(-0.16, 6.32, 48.80)
(-0.61, 5.52, 49.20)
(-1.61, 3.52, 49.40)
(-2.41, 2.12, 49.80)
(-3.11, 1.39, 50.00)
(-3.55, 1.78, 50.40)
(-3.77, 2.02, 50.60)
(-3.98, 2.27, 50.80)
(-4.26, 2.68, 51.00)
(-4.46, 3.73, 51.20)
(-4.61, 4.93, 51.20)
(-4.71, 6.98, 51.80)
(-4.46, 7.55, 51.80)
(-4.19, 8.02, 52.00)
(-3.62, 8.75, 52.40)
(-3.22, 9.10, 52.40)
(-1.67, 9.55, 52.80)
(-1.37, 9.50, 53.00)
(-0.42, 8.70, 53.20)
(0.88, 6.80, 53.40)
(2.33, 4.85, 53.60)
(3.18, 4.00, 53.80)
(4.49, 3.09, 54.00)
(4.59, 3.32, 54.40)
(4.69, 3.56, 54.40)
(4.85, 4.10, 54.60)
(5.00, 5.11, 54.80)
(4.97, 5.87, 55.00)
(4.45, 7.58, 55.20)
(4.00, 8.30, 55.40)
(3.76, 8.59, 55.40)
(3.43, 8.94, 55.60)
(3.12, 9.21, 55.80)
(2.93, 9.35, 56.00)
(2.64, 9.54, 56.40)
(2.62, 9.56, 56.40)
(2.50, 9.63, 56.80)
(2.40, 9.68, 56.80)
(2.30, 9.73, 57.00)
(2.30, 9.73, 57.20)
(2.30, 9.73, 57.40)
(2.30, 9.73, 57.60)
(2.30, 9.73, 57.60)
(2.30, 9.73, 57.80)
(2.30, 9.73, 58.00)
(2.30, 9.73, 58.20)
(2.30, 9.73, 58.40)
(2.30, 9.73, 58.60)
(2.00, 9.08, 59.00)
(1.50, 7.73, 59.00)
(1.05, 6.48, 59.20)
(0.70, 5.28, 59.40)
(0.35, 4.38, 59.60)
(0.20, 3.98, 59.80)
(0.20, 3.98, 60.00)
(0.20, 3.98, 60.20)
(0.20, 3.98, 60.40)
(0.20, 3.98, 60.60)
(0.25, 4.58, 60.80)
(0.30, 5.28, 61.20)
(0.35, 6.18, 61.40)
(0.40, 6.68, 61.60)
(0.40, 7.38, 62.00)
(0.40, 7.53, 62.20)
(0.40, 7.53, 62.40)
(0.40, 7.53, 62.40)
(0.25, 7.43, 62.60)
(-1.95, 6.03, 63.00)
(-4.99, 4.95, 63.20)
(-4.98, 4.91, 63.40)
(-5.00, 5.11, 63.60)
(-4.87, 6.41, 63.80)
(-4.55, 7.38, 64.00)
(-4.21, 7.99, 64.20)
(-3.28, 9.08, 64.40)
(-2.86, 9.40, 64.60)
(-2.37, 9.70, 64.80)
(-2.05, 9.86, 65.00)
(-1.95, 9.90, 65.20)
(-1.95, 9.90, 65.80)
(-1.85, 9.80, 66.40)
(-1.65, 9.35, 66.40)
(-0.45, 7.20, 66.80)
(0.25, 6.15, 67.00)
(1.10, 5.00, 67.20)
(2.90, 3.10, 67.40)
(3.96, 2.25, 67.60)
(4.02, 2.33, 67.80)
(4.05, 2.37, 68.00)
(4.08, 2.40, 68.40)
(4.08, 2.40, 68.40)
(4.34, 2.82, 69.00)
(4.56, 3.26, 69.20)
(4.88, 4.20, 69.40)
(5.00, 5.30, 69.60)
(4.89, 6.34, 69.80)
(4.61, 7.24, 70.00)
(4.35, 7.76, 70.20)
(3.89, 8.44, 70.40)
(3.58, 8.79, 70.60)
(3.36, 9.00, 70.80)
(3.28, 9.07, 71.00)
(3.26, 9.09, 71.20)
(3.21, 9.09, 71.20)
(2.91, 8.69, 71.60)
(2.01, 7.34, 71.80)
(0.86, 5.69, 72.20)
(-0.79, 3.64, 72.40)
(-1.39, 3.04, 72.40)
(-2.09, 2.54, 72.60)
(-2.54, 2.49, 72.80)
(-2.74, 2.49, 73.00)
(-3.09, 2.99, 73.20)
(-3.54, 3.99, 73.40)
(-4.19, 5.29, 73.60)
(-4.54, 7.40, 74.00)
(-4.41, 7.66, 74.00)
(-4.28, 7.88, 74.20)
(-4.05, 8.24, 74.40)
(-3.90, 8.42, 74.40)
(-3.55, 8.83, 74.80)
(-3.29, 9.06, 75.00)
(-3.09, 9.21, 75.20)
(-2.99, 9.31, 75.40)
(-2.89, 9.31, 75.40)
(-2.89, 9.31, 75.60)
(-2.29, 8.56, 76.00)
(-1.39, 6.96, 76.40)
(-0.49, 5.36, 76.60)
(0.91, 3.16, 76.80)
(2.41, 1.31, 77.00)
(2.95, 1.26, 77.20)
(3.28, 1.53, 77.40)
(3.64, 1.87, 77.60)
(4.54, 3.67, 78.00)
(4.97, 4.78, 78.20)
(4.95, 6.00, 78.40)
(4.69, 7.02, 78.60)
(4.41, 7.65, 78.80)
(4.03, 8.25, 79.20)
(3.77, 8.58, 79.40)
(3.51, 8.86, 79.60)
(3.44, 8.93, 79.80)
(3.44, 8.93, 80.00)
(3.19, 8.48, 80.40)
(2.74, 7.53, 80.60)
(1.84, 6.03, 80.80)
(0.79, 4.58, 81.00)
(-0.96, 2.98, 81.40)
(-1.86, 2.68, 81.60)
(-2.71, 3.13, 81.80)
(-3.16, 3.88, 82.20)
(-4.16, 5.88, 82.40)
(-4.46, 6.93, 82.60)
(-4.29, 7.87, 83.00)
(-4.05, 8.23, 83.20)
(-3.75, 8.60, 83.40)
(-3.61, 8.76, 83.60)
(-3.56, 8.76, 83.80)
(-3.56, 8.76, 84.00)
(-3.56, 8.76, 84.20)
(-3.21, 7.86, 84.40)
(-2.81, 6.81, 84.60)
(-2.16, 5.21, 84.80)
(-1.06, 3.31, 85.20)
(-0.21, 2.16, 85.20)
(0.24, 1.71, 85.40)
(0.49, 1.56, 85.60)
(0.54, 1.56, 86.00)
(0.64, 2.26, 86.20)
(0.79, 3.26, 86.40)
(0.84, 4.61, 86.60)
(0.79, 5.56, 86.80)
(0.54, 5.96, 87.00)
(0.34, 6.31, 87.20)
(0.24, 6.46, 87.40)
(0.19, 6.56, 87.60)
(0.19, 6.56, 87.80)
(0.19, 6.56, 87.80)
(0.19, 6.56, 88.20)
(0.19, 6.56, 88.40)
(0.19, 6.56, 88.60)
(0.19, 6.51, 88.80)
(0.14, 6.06, 89.00)
(0.14, 4.76, 89.40)
(0.19, 3.61, 89.40)
(0.39, 2.56, 89.60)
(0.49, 1.66, 90.00)
(0.64, 1.41, 90.20)
(0.64, 1.41, 90.40)
(0.69, 1.56, 90.60)
(0.74, 2.06, 90.80)
(0.84, 2.91, 91.00)
(0.84, 3.51, 91.20)
(0.84, 4.06, 91.40)
(0.84, 4.91, 91.60)
(0.84, 5.41, 91.80)
(0.84, 6.01, 92.20)
(0.84, 6.36, 92.40)
(0.84, 6.51, 92.60)
(0.84, 6.51, 92.80)
(0.84, 6.51, 93.00)
(0.84, 6.51, 93.20)
(0.84, 6.21, 93.40)
(0.84, 4.86, 93.60)
(0.79, 3.86, 93.80)
(0.94, 2.31, 94.20)
(1.09, 1.56, 94.20)
(1.19, 1.01, 94.40)
(1.24, 0.96, 94.60)
(1.29, 0.96, 95.00)
(1.49, 1.26, 95.20)
(1.69, 1.46, 95.40)
(1.74, 1.56, 95.40)
(1.74, 1.56, 95.80)
(1.84, 1.91, 96.00)
(1.94, 2.36, 96.20)
(1.94, 3.11, 96.40)
(1.89, 3.91, 96.60)
(1.79, 4.41, 96.60)
(1.49, 5.11, 97.00)
(1.34, 5.31, 97.20)
(1.04, 5.51, 97.20)
(0.54, 5.71, 97.40)
(-0.71, 5.91, 97.60)
(-2.21, 6.11, 97.80)
(-3.26, 6.26, 98.00)
(-4.41, 6.51, 98.20)
(-4.79, 6.73, 98.40)
(-4.74, 6.90, 98.40)
(-4.69, 7.00, 98.60)
(-3.74, 7.60, 98.80)
(-1.94, 8.25, 99.00)
(0.51, 8.85, 99.20)
(2.91, 9.30, 99.40)
(3.87, 8.47, 99.60)
(4.21, 7.99, 99.80)
(4.53, 7.42, 100.00)
(4.59, 7.29, 100.20)
(4.59, 7.24, 100.40)
(4.54, 7.09, 100.60)
(4.44, 6.94, 100.80)
(4.29, 6.89, 101.00)
(4.29, 6.84, 101.20)
(4.29, 6.84, 101.40)
(4.19, 6.84, 101.60)
(4.09, 6.79, 101.80)
(3.04, 6.64, 102.20)
(1.99, 6.54, 102.40)
(1.19, 6.39, 102.60)
(0.49, 5.99, 102.80)
(0.14, 5.59, 103.00)
(-0.16, 4.89, 103.20)
(-0.31, 4.29, 103.40)
(-0.31, 4.19, 103.60)
(-0.31, 4.19, 103.80)
(-0.31, 4.19, 104.00)
(-0.31, 4.19, 104.20)
(-0.31, 4.19, 104.40)
(-0.31, 4.19, 104.60)
(-0.31, 4.19, 104.60)
(-0.31, 4.19, 104.80)
(-0.31, 4.19, 105.00)
(-0.31, 4.19, 105.20)
(-0.31, 4.24, 105.40)
(-0.26, 4.24, 105.60)
(-0.26, 4.24, 105.80)
(-0.21, 4.34, 106.00)
(-0.16, 4.44, 106.20)
(-0.11, 4.59, 106.40)
(-0.11, 4.89, 106.60)
(-0.06, 5.39, 106.80)
(-0.06, 5.94, 107.00)
(-0.06, 6.24, 107.00)
(-0.06, 6.69, 107.20)
(-0.01, 6.89, 107.60)
(-0.01, 6.89, 107.60)
(-0.01, 6.89, 107.80)
(-0.06, 6.74, 108.00)
(-0.36, 5.79, 108.20)
(-0.96, 4.24, 108.40)
(-2.62, 1.04, 108.60)
(-2.78, 1.14, 109.00)
(-3.03, 1.32, 109.20)
(-3.20, 1.46, 109.20)
(-3.70, 2.71, 109.60)
(-4.20, 4.36, 109.60)
(-4.80, 6.16, 109.80)
(-4.55, 7.37, 110.00)
(-4.32, 7.82, 110.20)
(-3.93, 8.40, 110.40)
(-3.66, 8.70, 110.60)
(-3.21, 9.00, 110.80)
(-2.66, 9.15, 111.00)
(-2.01, 9.15, 111.20)
(-1.71, 8.95, 111.40)
(-1.61, 8.75, 111.60)
(-1.51, 8.55, 111.80)
(-1.46, 8.35, 112.00)
(-1.41, 8.20, 112.20)
(-1.41, 8.20, 112.40)
(-1.41, 8.20, 112.60)
(-1.41, 8.20, 112.80)
(-1.41, 8.20, 112.80)
(-1.41, 8.20, 113.00)
(-1.41, 8.20, 113.20)
(-1.41, 8.20, 113.40)
(-1.41, 8.20, 113.80)
(-1.41, 8.20, 114.00)
(-1.41, 8.20, 114.20)
(-1.41, 8.20, 114.40)
(-1.41, 8.20, 114.40)
(-1.41, 8.20, 114.80)
(-1.41, 8.20, 115.00)
(-1.41, 8.20, 115.20)
(-1.41, 8.20, 115.40)
(-1.41, 8.20, 115.60)
(-1.41, 8.20, 115.80)
(-1.26, 8.30, 116.00)
(-0.86, 7.90, 116.40)
(-0.21, 6.00, 116.60)
(0.39, 2.85, 116.80)
(1.08, 0.42, 117.00)
(1.44, 0.51, 117.20)
(1.74, 0.61, 117.40)
(1.94, 0.71, 117.60)
(2.39, 1.31, 117.80)
(3.04, 2.21, 118.00)
(3.84, 3.46, 118.20)
(4.74, 4.86, 118.40)
(4.93, 6.14, 118.60)
(4.81, 6.66, 118.80)
(4.76, 6.84, 119.00)
(4.73, 6.92, 119.20)
(4.73, 6.92, 119.80)
(4.73, 6.92, 120.20)
(4.73, 6.92, 120.40)
(4.73, 6.92, 120.80)
(4.73, 6.92, 121.00)
(4.73, 6.92, 121.00)
(4.73, 6.92, 121.40)
(4.73, 6.92, 121.60)
(4.73, 6.92, 121.80)
(4.73, 6.92, 122.20)
(4.73, 6.92, 122.40)
(4.73, 6.92, 122.60)
(4.73, 6.92, 122.80)
(4.73, 6.92, 123.00)
(4.73, 6.92, 123.20)
(4.73, 6.92, 123.40)
(4.73, 6.92, 123.60)
(4.73, 6.92, 123.60)
(4.73, 6.92, 123.80)
(4.73, 6.92, 124.00)
(4.53, 6.32, 124.20)
(4.18, 5.17, 124.40)
(3.83, 4.27, 124.80)
(3.53, 3.72, 125.00)
(3.33, 3.37, 125.00)
(2.93, 2.87, 125.20)
(2.78, 2.77, 125.40)
(2.78, 2.77, 125.60)
(2.78, 2.77, 125.60)
(2.83, 3.27, 125.80)
(3.08, 4.52, 126.00)
(3.58, 6.22, 126.40)
(4.08, 6.97, 126.40)
(4.28, 7.27, 126.60)
(4.46, 7.56, 126.80)
(4.44, 7.60, 127.00)
(4.44, 7.60, 127.00)
(4.44, 7.60, 127.20)
(4.44, 7.60, 127.60)
(4.44, 7.60, 127.60)
(4.44, 7.60, 127.80)
(4.44, 7.60, 128.20)
(4.44, 7.60, 128.20)
(4.44, 7.60, 128.40)
(4.44, 7.60, 128.60)
(4.44, 7.60, 128.80)
(4.44, 7.60, 129.00)
(4.44, 7.50, 129.20)
(4.29, 6.95, 129.40)
(4.19, 6.05, 129.80)
(4.19, 5.40, 130.00)
(4.19, 4.65, 130.20)
(4.19, 4.65, 130.40)
(4.19, 4.65, 130.40)
(4.19, 4.65, 130.80)
(4.19, 4.65, 130.80)
(4.29, 5.00, 131.00)
(4.44, 5.85, 131.20)
(4.49, 6.30, 131.40)
(4.54, 6.60, 131.60)
(4.54, 6.75, 131.80)
(4.54, 6.75, 132.20)
(4.54, 6.75, 132.40)
(4.54, 6.75, 132.60)
(4.54, 6.80, 133.00)
(4.54, 6.80, 133.20)
(4.54, 6.80, 133.20)
(4.54, 6.80, 133.60)
(4.54, 6.80, 133.60)
(4.29, 6.65, 134.00)
(2.24, 5.10, 134.20)
(-1.46, 2.75, 134.40)
(-3.41, 1.85, 134.60)
(-3.82, 2.08, 134.80)
(-4.12, 2.46, 135.00)
(-4.22, 2.86, 135.20)
(-4.22, 3.81, 135.40)
(-3.97, 5.06, 135.60)
(-3.92, 5.46, 135.80)
(-3.87, 5.96, 136.20)
(-3.82, 6.11, 136.20)
(-3.82, 6.21, 136.40)
(-3.77, 6.26, 136.60)
(-3.77, 6.31, 136.80)
(-3.77, 6.36, 137.00)
(-3.77, 6.36, 137.20)
(-3.77, 6.36, 137.40)
(-3.77, 6.36, 137.60)
(-3.77, 6.36, 137.80)
(-3.77, 6.36, 138.00)
(-3.77, 6.36, 138.20)
(-3.77, 6.36, 138.20)
(-3.77, 6.36, 138.40)
(-3.77, 6.36, 138.60)
(-3.77, 6.36, 138.80)
(-3.77, 6.36, 138.80)
(-3.77, 6.36, 139.00)
(-3.77, 6.36, 139.20)
(-3.77, 6.36, 139.40)
(-3.77, 6.36, 139.40)
(-3.77, 6.36, 139.60)
(-3.77, 6.36, 139.80)
(-3.77, 6.36, 140.00)
(-3.77, 6.36, 140.20)
(-3.77, 6.36, 140.20)
(-3.77, 6.36, 140.60)
(-3.77, 6.36, 140.80)
(-3.77, 6.36, 140.80)
(-3.77, 6.36, 141.00)
(-3.77, 6.36, 141.20)
(-3.77, 6.36, 141.40)
(-3.77, 6.36, 141.60)
(-3.77, 6.36, 141.60)
(-3.77, 6.36, 141.80)
(-3.77, 6.36, 142.00)
(-3.77, 6.36, 142.40)
(-3.77, 6.36, 142.60)
(-3.77, 6.36, 142.80)
(-3.77, 6.31, 143.00)
(-3.52, 4.96, 143.20)
(-3.22, 4.01, 143.40)
(-2.02, 1.96, 143.60)
(-0.37, 0.31, 143.80)
(1.22, 0.45, 144.00)
(2.39, 0.91, 144.20)
(3.42, 1.65, 144.40)
(3.93, 2.21, 144.60)
(4.36, 2.86, 144.80)
(4.97, 4.71, 145.20)
(4.98, 5.75, 145.40)
(4.90, 6.29, 145.60)
(4.86, 6.47, 145.80)
(4.84, 6.56, 145.80)
(4.83, 6.61, 146.00)
(4.83, 6.61, 146.20)
(4.83, 6.61, 146.40)
(4.83, 6.61, 146.60)
(4.83, 6.61, 146.80)
(4.83, 6.61, 147.00)
(4.83, 6.61, 147.20)
(4.83, 6.61, 147.40)
(4.83, 6.61, 147.40)
(4.83, 6.61, 147.80)
(4.83, 6.61, 148.00)
(4.83, 6.61, 148.20)
(4.83, 6.61, 148.40)
(4.83, 6.61, 148.40)
(4.83, 6.61, 148.60)
(4.83, 6.61, 149.00)
(4.83, 6.61, 149.20)
(4.83, 6.61, 149.40)
(4.83, 6.61, 149.60)
(4.83, 6.61, 149.60)
(4.83, 6.61, 149.80)
(4.83, 6.61, 150.00)
(4.83, 6.61, 150.20)
(4.83, 6.61, 150.40)
(4.83, 6.61, 150.60)
(4.83, 6.61, 150.80)
(4.83, 6.61, 151.00)
(4.83, 6.61, 151.20)
(4.83, 6.61, 151.20)
(4.83, 6.61, 151.40)
(4.83, 6.61, 151.60)
(4.83, 6.61, 152.00)
(4.78, 6.36, 152.20)
(4.23, 4.86, 152.40)
(2.08, 1.76, 152.60)
(0.28, 0.96, 153.00)
(-1.72, 1.21, 153.40)
(-2.67, 1.51, 153.60)
(-3.52, 1.86, 153.60)
(-4.30, 2.75, 153.80)
(-4.79, 3.86, 154.00)
(-4.99, 4.92, 154.20)
(-4.96, 5.91, 154.40)
(-4.86, 6.47, 154.60)
(-4.67, 7.09, 154.80)
(-4.48, 7.52, 155.00)
(-4.41, 7.66, 155.20)
(-4.31, 7.76, 155.40)
(-4.31, 7.81, 155.60)
(-4.31, 7.81, 155.60)
(-4.31, 7.81, 155.80)
(-4.31, 7.81, 156.00)
(-4.31, 7.81, 156.40)
(-4.31, 7.81, 156.40)
(-4.31, 7.81, 156.60)
(-4.31, 7.81, 156.80)
(-4.31, 7.81, 157.00)
(-4.31, 7.81, 157.20)
(-4.31, 7.81, 157.40)
(-4.31, 7.81, 157.60)
(-4.31, 7.81, 157.80)
(-4.31, 7.81, 158.20)
(-4.31, 7.81, 158.40)
(-4.31, 7.81, 158.60)
(-4.31, 7.81, 158.60)
(-4.31, 7.81, 159.00)
(-4.31, 7.81, 159.00)
(-4.31, 7.81, 159.20)
(-4.31, 7.81, 159.40)
(-4.31, 7.81, 159.60)
(-4.31, 7.81, 159.80)
(-4.26, 7.76, 160.20)
(-4.26, 7.71, 160.20)
(-4.16, 7.61, 160.40)
(-4.01, 7.31, 160.80)
(-4.01, 7.31, 161.00)
(-4.01, 7.31, 161.20)
(-4.01, 7.31, 161.40)
(-4.01, 7.31, 161.40)
(-4.01, 7.31, 161.60)
(-4.01, 7.31, 161.80)
(-4.01, 7.31, 162.20)
(-4.01, 7.31, 162.20)
(-3.96, 7.21, 162.40)
(-3.91, 7.01, 162.60)
(-2.56, 4.96, 163.00)
(2.34, 1.16, 163.20)
(3.40, 1.63, 163.60)
(4.12, 2.47, 163.60)
(4.39, 2.90, 163.80)
(4.58, 3.30, 164.20)
(4.61, 3.36, 164.20)
(4.63, 3.57, 164.60)
(4.68, 3.72, 164.60)
(4.68, 3.87, 164.80)
(4.68, 4.07, 165.00)
(4.68, 4.22, 165.20)
(4.68, 4.32, 165.40)
(4.63, 4.62, 165.60)
(4.58, 4.97, 165.80)
(4.53, 5.27, 166.00)
(4.48, 5.97, 166.20)
(4.43, 7.12, 166.40)
(4.01, 8.29, 166.40)
(3.35, 9.01, 166.80)
(2.70, 9.51, 167.00)
(2.42, 9.68, 167.00)
(2.32, 9.73, 167.20)
(2.30, 9.74, 167.40)
(2.30, 9.74, 167.60)
(2.30, 9.74, 167.60)
(2.30, 9.74, 167.80)
(2.30, 9.74, 168.00)
(2.30, 9.74, 168.40)
(2.30, 9.74, 168.40)
(2.30, 9.74, 168.60)
(2.30, 9.74, 168.80)
(2.30, 9.74, 169.00)
(2.30, 9.74, 169.20)
(2.30, 9.74, 169.60)
(2.30, 9.74, 169.80)
(2.30, 9.74, 170.00)
(2.30, 9.74, 170.20)
(2.30, 9.74, 170.20)
(2.20, 9.54, 170.40)
(1.90, 8.79, 170.60)
(0.90, 6.59, 170.80)
(-0.50, 4.39, 171.00)
(-1.40, 3.34, 171.20)
(-2.65, 2.44, 171.20)
(-2.85, 2.39, 171.40)
(-3.00, 2.34, 171.60)
(-3.00, 2.34, 171.80)
(-2.95, 2.99, 172.20)
(-2.80, 3.94, 172.40)
(-2.65, 4.59, 172.60)
(-2.60, 5.14, 172.80)
(-2.50, 5.74, 173.20)
(-2.40, 6.19, 173.40)
(-2.40, 6.44, 173.60)
(-2.40, 6.59, 173.80)
(-2.40, 6.69, 174.20)
(-2.40, 6.74, 174.40)
(-2.40, 6.79, 174.60)
(-2.35, 6.89, 175.00)
(-2.35, 6.89, 175.20)
(-2.35, 6.89, 175.40)
(-2.35, 6.89, 175.60)
(-2.35, 6.89, 175.80)
(-2.35, 6.89, 176.00)
(-2.35, 6.89, 176.20)
(-2.35, 6.89, 176.40)
(-2.35, 6.89, 176.40)
(-2.35, 6.89, 176.60)
(-2.35, 6.89, 176.80)
(-2.35, 6.89, 177.00)
(-2.35, 6.89, 177.20)
(-2.35, 6.89, 177.40)
(-2.35, 6.99, 177.60)
(-2.35, 7.19, 177.60)
(-2.35, 7.24, 177.80)
(-2.35, 7.54, 178.00)
(-2.40, 7.69, 178.40)
(-2.40, 7.84, 178.40)
(-2.40, 7.99, 178.80)
(-2.45, 8.09, 179.00)
(-2.50, 8.14, 179.20)
(-2.50, 8.19, 179.40)
(-2.50, 8.19, 179.40)
(-2.55, 8.34, 179.60)
(-2.55, 8.44, 179.80)
(-2.60, 8.59, 180.20)
(-2.60, 8.64, 180.20)
(-2.60, 8.64, 180.40)
(-2.65, 8.69, 180.40)
(-2.65, 8.74, 180.80)
(-2.65, 8.79, 180.80)
(-2.65, 8.79, 181.20)
